model,lite_index,task_id,family,topology,selected_attempt,run_ref,task_version,result_basis,raw_result,adopted_result,evaluation_status,raw_score,adopted_score,score_basis,steps,duration,termination_reason,failure_class,device_count,device_types,device_ids,metadata_ref,result_index_ref
ufo3-gpt-5.5,86,linux_android_smarthome_104,linux_android_smarthome,1A+1L+1H,attempt_001,/Users/Admin/home/MDC_Benchmark_lite_ufo3/runs/ufo3-gpt-5.5-core200-rerun-20260826/mdcbench_lite_v1/run_01/086_linux_android_smarthome_104/attempts/attempt_001,sha256:63636e27514248ca7bf8f47e9c4b056a8bfdc47b106a6b4d5bd5e0cfdfef83f5,final_merged_selected_attempt,FAIL,FAIL,lifecycle_valid,0.5,0.5,selected_attempt_evaluator_trace,50,657.227,max_steps,budget_exhausted,3,android+home+linux,linux_0+android_0+home_0,/Users/Admin/home/MDC_Benchmark_lite_ufo3/runs/ufo3-gpt-5.5-core200-rerun-20260826/mdcbench_lite_v1/run_01/086_linux_android_smarthome_104/attempts/attempt_001/config/task.json,/Users/Admin/home/MDC_Benchmark_lite_ufo3/runs/ufo3-gpt-5.5-core200-rerun-20260826/mdcbench_lite_v1/final_merged_status_after_infrastructure_repairs.json
ufo3-gpt-5.5,87,linux_android_smarthome_029,linux_android_smarthome,1A+1L+1H,attempt_001,/Users/Admin/home/MDC_Benchmark_lite_ufo3/runs/ufo3-gpt-5.5-core200-rerun-20260826/mdcbench_lite_v1/run_01/087_linux_android_smarthome_029/attempts/attempt_001,sha256:0370bc0158cb50c0bb3a07ee266b0c9c353b58b2dde2a5dd19ff040a07dab310,final_merged_selected_attempt,PASS,PASS,lifecycle_valid,1.0,1.0,selected_attempt_evaluator_trace,32,477.523,done,passed,3,android+home+linux,linux_0+android_0+home_0,/Users/Admin/home/MDC_Benchmark_lite_ufo3/runs/ufo3-gpt-5.5-core200-rerun-20260826/mdcbench_lite_v1/run_01/087_linux_android_smarthome_029/attempts/attempt_001/config/task.json,/Users/Admin/home/MDC_Benchmark_lite_ufo3/runs/ufo3-gpt-5.5-core200-rerun-20260826/mdcbench_lite_v1/final_merged_status_after_infrastructure_repairs.json
ufo3-gpt-5.5,88,linux_android_smarthome_113,linux_android_smarthome,1A+1L+1H,attempt_001,/Users/Admin/home/MDC_Benchmark_lite_ufo3/runs/ufo3-gpt-5.5-core200-rerun-20260826/mdcbench_lite_v1/run_01/088_linux_android_smarthome_113/attempts/attempt_001,sha256:86a3eaa8ce00d2737c6b4126ca513c3df1ee279c28e6494e5626c46eb67c0114,final_merged_selected_attempt,FAIL,FAIL,lifecycle_valid,0.0,0.0,selected_attempt_evaluator_trace,31,493.961,done,incorrect_completion,3,android+home+linux,linux_0+android_0+home_0,/Users/Admin/home/MDC_Benchmark_lite_ufo3/runs/ufo3-gpt-5.5-core200-rerun-20260826/mdcbench_lite_v1/run_01/088_linux_android_smarthome_113/attempts/attempt_001/config/task.json,/Users/Admin/home/MDC_Benchmark_lite_ufo3/runs/ufo3-gpt-5.5-core200-rerun-20260826/mdcbench_lite_v1/final_merged_status_after_infrastructure_repairs.json
ufo3-gpt-5.5,89,linux_android_smarthome_025,linux_android_smarthome,1A+1L+1H,attempt_001,/Users/Admin/home/MDC_Benchmark_lite_ufo3/runs/ufo3-gpt-5.5-core200-rerun-20260826/mdcbench_lite_v1/run_01/089_linux_android_smarthome_025/attempts/attempt_001,sha256:f5e1c567fbda8ff858dfab550ec4ec2e44b9d60d25a50c944963a40eb31ee000,final_merged_selected_attempt,FAIL,FAIL,lifecycle_valid,0.5,0.5,selected_attempt_evaluator_trace,50,927.206,max_steps,budget_exhausted,3,android+home+linux,linux_0+android_0+home_0,/Users/Admin/home/MDC_Benchmark_lite_ufo3/runs/ufo3-gpt-5.5-core200-rerun-20260826/mdcbench_lite_v1/run_01/089_linux_android_smarthome_025/attempts/attempt_001/config/task.json,/Users/Admin/home/MDC_Benchmark_lite_ufo3/runs/ufo3-gpt-5.5-core200-rerun-20260826/mdcbench_lite_v1/final_merged_status_after_infrastructure_repairs.json
ufo3-gpt-5.5,90,linux_android_smarthome_185,linux_android_smarthome,1A+1L+1H,attempt_001,/Users/Admin/home/MDC_Benchmark_lite_ufo3/runs/ufo3-gpt-5.5-core200-rerun-20260826/mdcbench_lite_v1/run_01/090_linux_android_smarthome_185/attempts/attempt_001,sha256:bcbda76075e367524ff174470af69f53041600b2d6cc362eb0be0885c95f9f55,final_merged_selected_attempt,FAIL,FAIL,lifecycle_valid,0.6666666666666666,0.6666666666666666,selected_attempt_evaluator_trace,10,266.985,done,incorrect_completion,3,android+home+linux,linux_0+android_0+home_0,/Users/Admin/home/MDC_Benchmark_lite_ufo3/runs/ufo3-gpt-5.5-core200-rerun-20260826/mdcbench_lite_v1/run_01/090_linux_android_smarthome_185/attempts/attempt_001/config/task.json,/Users/Admin/home/MDC_Benchmark_lite_ufo3/runs/ufo3-gpt-5.5-core200-rerun-20260826/mdcbench_lite_v1/final_merged_status_after_infrastructure_repairs.json
ufo3-gpt-5.5,91,linux_android_smarthome_002,linux_android_smarthome,1A+1L+1H,attempt_001,/Users/Admin/home/MDC_Benchmark_lite_ufo3/runs/ufo3-gpt-5.5-core200-rerun-20260826/mdcbench_lite_v1/run_01/091_linux_android_smarthome_002/attempts/attempt_001,sha256:494d8d16a9aae2b1ffa86ba63a6fb8f179421bdd99d00cd77cebc65a7831a709,final_merged_selected_attempt,PASS,PASS,lifecycle_valid,1.0,1.0,selected_attempt_evaluator_trace,39,525.392,done,passed,3,android+home+linux,linux_0+android_0+home_0,/Users/Admin/home/MDC_Benchmark_lite_ufo3/runs/ufo3-gpt-5.5-core200-rerun-20260826/mdcbench_lite_v1/run_01/091_linux_android_smarthome_002/attempts/attempt_001/config/task.json,/Users/Admin/home/MDC_Benchmark_lite_ufo3/runs/ufo3-gpt-5.5-core200-rerun-20260826/mdcbench_lite_v1/final_merged_status_after_infrastructure_repairs.json
ufo3-gpt-5.5,92,linux_android_smarthome_077,linux_android_smarthome,1A+1L+1H,attempt_001,/Users/Admin/home/MDC_Benchmark_lite_ufo3/runs/ufo3-gpt-5.5-core200-rerun-20260826/mdcbench_lite_v1/run_01/092_linux_android_smarthome_077/attempts/attempt_001,sha256:8bec191f0b69a853561609a81b25aa7eaa28b0259c329985a5ae329a7bff28ac,final_merged_selected_attempt,FAIL,FAIL,lifecycle_valid,0.6666666666666666,0.6666666666666666,selected_attempt_evaluator_trace,25,537.778,done,incorrect_completion,3,android+home+linux,linux_0+android_0+home_0,/Users/Admin/home/MDC_Benchmark_lite_ufo3/runs/ufo3-gpt-5.5-core200-rerun-20260826/mdcbench_lite_v1/run_01/092_linux_android_smarthome_077/attempts/attempt_001/config/task.json,/Users/Admin/home/MDC_Benchmark_lite_ufo3/runs/ufo3-gpt-5.5-core200-rerun-20260826/mdcbench_lite_v1/final_merged_status_after_infrastructure_repairs.json
ufo3-gpt-5.5,93,linux_android_smarthome_338,linux_android_smarthome,2A+1L+1H,attempt_001,/Users/Admin/home/MDC_Benchmark_lite_ufo3/runs/ufo3-gpt-5.5-core200-rerun-20260826/mdcbench_lite_v1/run_01/093_linux_android_smarthome_338/attempts/attempt_001,sha256:36994d76ea8a01b38b7825f604bc9a83a0671882fd873ada7ec571fb8c4818b8,final_merged_selected_attempt,FAIL,FAIL,lifecycle_valid,0.3333333333333333,0.3333333333333333,selected_attempt_evaluator_trace,50,573.881,max_steps,budget_exhausted,4,android+home+linux,linux_0+android_0+android_1+home_0,/Users/Admin/home/MDC_Benchmark_lite_ufo3/runs/ufo3-gpt-5.5-core200-rerun-20260826/mdcbench_lite_v1/run_01/093_linux_android_smarthome_338/attempts/attempt_001/config/task.json,/Users/Admin/home/MDC_Benchmark_lite_ufo3/runs/ufo3-gpt-5.5-core200-rerun-20260826/mdcbench_lite_v1/final_merged_status_after_infrastructure_repairs.json
ufo3-gpt-5.5,94,linux_android_smarthome_423,linux_android_smarthome,2A+1L+1H,attempt_001,/Users/Admin/home/MDC_Benchmark_lite_ufo3/runs/ufo3-gpt-5.5-core200-rerun-20260826/mdcbench_lite_v1/run_01/094_linux_android_smarthome_423/attempts/attempt_001,sha256:869b8c487e965f5635f58866dbe83be32eba77fd1727b7c24fbaa065c78d6317,final_merged_selected_attempt,FAIL,FAIL,lifecycle_valid,0.5,0.5,selected_attempt_evaluator_trace,50,678.819,max_steps,budget_exhausted,4,android+home+linux,linux_0+android_0+android_1+home_0,/Users/Admin/home/MDC_Benchmark_lite_ufo3/runs/ufo3-gpt-5.5-core200-rerun-20260826/mdcbench_lite_v1/run_01/094_linux_android_smarthome_423/attempts/attempt_001/config/task.json,/Users/Admin/home/MDC_Benchmark_lite_ufo3/runs/ufo3-gpt-5.5-core200-rerun-20260826/mdcbench_lite_v1/final_merged_status_after_infrastructure_repairs.json
ufo3-gpt-5.5,95,linux_android_smarthome_005,linux_android_smarthome,1A+1L+1H,attempt_001,/Users/Admin/home/MDC_Benchmark_lite_ufo3/runs/ufo3-gpt-5.5-core200-rerun-20260826/mdcbench_lite_v1/run_01/095_linux_android_smarthome_005/attempts/attempt_001,sha256:88a444272e98cb44647627428c3cd0c757f8e06ef54ef64a4a83802e90f4a8b9,final_merged_selected_attempt,FAIL,FAIL,lifecycle_valid,0.75,0.75,selected_attempt_evaluator_trace,34,681.903,done,incorrect_completion,3,android+home+linux,linux_0+android_0+home_0,/Users/Admin/home/MDC_Benchmark_lite_ufo3/runs/ufo3-gpt-5.5-core200-rerun-20260826/mdcbench_lite_v1/run_01/095_linux_android_smarthome_005/attempts/attempt_001/config/task.json,/Users/Admin/home/MDC_Benchmark_lite_ufo3/runs/ufo3-gpt-5.5-core200-rerun-20260826/mdcbench_lite_v1/final_merged_status_after_infrastructure_repairs.json
ufo3-gpt-5.5,96,linux_android_smarthome_422,linux_android_smarthome,2A+1L+1H,attempt_001,/Users/Admin/home/MDC_Benchmark_lite_ufo3/runs/ufo3-gpt-5.5-core200-rerun-20260826/mdcbench_lite_v1/run_01/096_linux_android_smarthome_422/attempts/attempt_001,sha256:657a444954a19c73db2b86e82ca12c9dc964639af868a04f17d481d7233cfcf5,final_merged_selected_attempt,FAIL,FAIL,lifecycle_valid,0.5,0.5,selected_attempt_evaluator_trace,50,658.641,max_steps,budget_exhausted,4,android+home+linux,linux_0+android_0+android_1+home_0,/Users/Admin/home/MDC_Benchmark_lite_ufo3/runs/ufo3-gpt-5.5-core200-rerun-20260826/mdcbench_lite_v1/run_01/096_linux_android_smarthome_422/attempts/attempt_001/config/task.json,/Users/Admin/home/MDC_Benchmark_lite_ufo3/runs/ufo3-gpt-5.5-core200-rerun-20260826/mdcbench_lite_v1/final_merged_status_after_infrastructure_repairs.json
ufo3-gpt-5.5,97,linux_android_smarthome_439,linux_android_smarthome,2A+1L+1H,attempt_001,/Users/Admin/home/MDC_Benchmark_lite_ufo3/runs/ufo3-gpt-5.5-core200-rerun-20260826/mdcbench_lite_v1/run_01/097_linux_android_smarthome_439/attempts/attempt_001,sha256:c4c8c201fbf476e5e1f31a6d4391c91cfe9f7bc1ccecada7388300173daf42c6,final_merged_selected_attempt,FAIL,FAIL,lifecycle_valid,0.5,0.5,selected_attempt_evaluator_trace,50,634.291,max_steps,budget_exhausted,4,android+home+linux,linux_0+android_0+android_1+home_0,/Users/Admin/home/MDC_Benchmark_lite_ufo3/runs/ufo3-gpt-5.5-core200-rerun-20260826/mdcbench_lite_v1/run_01/097_linux_android_smarthome_439/attempts/attempt_001/config/task.json,/Users/Admin/home/MDC_Benchmark_lite_ufo3/runs/ufo3-gpt-5.5-core200-rerun-20260826/mdcbench_lite_v1/final_merged_status_after_infrastructure_repairs.json
ufo3-gpt-5.5,98,linux_android_smarthome_457,linux_android_smarthome,2A+1L+1H,attempt_001,/Users/Admin/home/MDC_Benchmark_lite_ufo3/runs/ufo3-gpt-5.5-core200-rerun-20260826/mdcbench_lite_v1/run_01/098_linux_android_smarthome_457/attempts/attempt_001,sha256:b0983f2430e3a98147386d27a27c5666ac7b5b263a5ba5b80ffd187fd38e99e0,final_merged_selected_attempt,PASS,PASS,lifecycle_valid,1.0,1.0,selected_attempt_evaluator_trace,37,656.191,done,passed,4,android+home+linux,linux_0+android_0+android_1+home_0,/Users/Admin/home/MDC_Benchmark_lite_ufo3/runs/ufo3-gpt-5.5-core200-rerun-20260826/mdcbench_lite_v1/run_01/098_linux_android_smarthome_457/attempts/attempt_001/config/task.json,/Users/Admin/home/MDC_Benchmark_lite_ufo3/runs/ufo3-gpt-5.5-core200-rerun-20260826/mdcbench_lite_v1/final_merged_status_after_infrastructure_repairs.json
ufo3-gpt-5.5,99,linux_android_smarthome_609,linux_android_smarthome,2A+1L+1H,attempt_001,/Users/Admin/home/MDC_Benchmark_lite_ufo3/runs/ufo3-gpt-5.5-core200-rerun-20260826/mdcbench_lite_v1/run_01/099_linux_android_smarthome_609/attempts/attempt_001,sha256:fb18c703a4b51d85ad3edbf8c9d0df02b53f73d4d2ba44b0e5e10c2420bb97df,final_merged_selected_attempt,FAIL,FAIL,lifecycle_valid,0.25,0.25,selected_attempt_evaluator_trace,50,724.983,max_steps,budget_exhausted,4,android+home+linux,linux_0+android_0+android_1+home_0,/Users/Admin/home/MDC_Benchmark_lite_ufo3/runs/ufo3-gpt-5.5-core200-rerun-20260826/mdcbench_lite_v1/run_01/099_linux_android_smarthome_609/attempts/attempt_001/config/task.json,/Users/Admin/home/MDC_Benchmark_lite_ufo3/runs/ufo3-gpt-5.5-core200-rerun-20260826/mdcbench_lite_v1/final_merged_status_after_infrastructure_repairs.json
ufo3-gpt-5.5,100,linux_android_smarthome_877,linux_android_smarthome,1A+2L+1H,attempt_001,/Users/Admin/home/MDC_Benchmark_lite_ufo3/runs/ufo3-gpt-5.5-core200-rerun-20260826/mdcbench_lite_v1/run_01/100_linux_android_smarthome_877/attempts/attempt_001,sha256:7f01b1d673419d0f407e1f037f48e00ad64c8caa410c7901bc575f7650cb687f,final_merged_selected_attempt,FAIL,FAIL,lifecycle_valid,0.25,0.25,selected_attempt_evaluator_trace,36,735.962,done,incorrect_completion,4,android+home+linux,linux_0+linux_1+android_0+home_0,/Users/Admin/home/MDC_Benchmark_lite_ufo3/runs/ufo3-gpt-5.5-core200-rerun-20260826/mdcbench_lite_v1/run_01/100_linux_android_smarthome_877/attempts/attempt_001/config/task.json,/Users/Admin/home/MDC_Benchmark_lite_ufo3/runs/ufo3-gpt-5.5-core200-rerun-20260826/mdcbench_lite_v1/final_merged_status_after_infrastructure_repairs.json
ufo3-gpt-5.5,101,linux_android_smarthome_472,linux_android_smarthome,2A+1L+1H,attempt_001,/Users/Admin/home/MDC_Benchmark_lite_ufo3/runs/ufo3-gpt-5.5-core200-rerun-20260826/mdcbench_lite_v1/run_01/101_linux_android_smarthome_472/attempts/attempt_001,sha256:41c89281281b00ca4cce82a29e5acb94f13f72cc7887a8605f8640b14840913a,final_merged_selected_attempt,FAIL,FAIL,lifecycle_valid,0.5,0.5,selected_attempt_evaluator_trace,50,833.857,max_steps,budget_exhausted,4,android+home+linux,linux_0+android_0+android_1+home_0,/Users/Admin/home/MDC_Benchmark_lite_ufo3/runs/ufo3-gpt-5.5-core200-rerun-20260826/mdcbench_lite_v1/run_01/101_linux_android_smarthome_472/attempts/attempt_001/config/task.json,/Users/Admin/home/MDC_Benchmark_lite_ufo3/runs/ufo3-gpt-5.5-core200-rerun-20260826/mdcbench_lite_v1/final_merged_status_after_infrastructure_repairs.json
ufo3-gpt-5.5,102,linux_android_smarthome_909,linux_android_smarthome,1A+2L+1H,attempt_001,/Users/Admin/home/MDC_Benchmark_lite_ufo3/runs/ufo3-gpt-5.5-core200-rerun-20260826/mdcbench_lite_v1/run_01/102_linux_android_smarthome_909/attempts/attempt_001,sha256:0c8da5f90a6c6cc0aed46ae98ae3d2d2e5df00be66f5ad76e9eee13cb88ad9e9,final_merged_selected_attempt,FAIL,FAIL,lifecycle_valid,0.3333333333333333,0.3333333333333333,selected_attempt_evaluator_trace,32,701.702,done,incorrect_completion,4,android+home+linux,linux_0+linux_1+android_0+home_0,/Users/Admin/home/MDC_Benchmark_lite_ufo3/runs/ufo3-gpt-5.5-core200-rerun-20260826/mdcbench_lite_v1/run_01/102_linux_android_smarthome_909/attempts/attempt_001/config/task.json,/Users/Admin/home/MDC_Benchmark_lite_ufo3/runs/ufo3-gpt-5.5-core200-rerun-20260826/mdcbench_lite_v1/final_merged_status_after_infrastructure_repairs.json
ufo3-gpt-5.5,103,linux_android_smarthome_287,linux_android_smarthome,1A+1L+1H,attempt_001,/Users/Admin/home/MDC_Benchmark_lite_ufo3/runs/ufo3-gpt-5.5-core200-rerun-20260826/mdcbench_lite_v1/run_01/103_linux_android_smarthome_287/attempts/attempt_001,sha256:3d66b5fb56c4e1eb02c031e3552423a08d2d0bba9b0e1278d46039e076f3f1df,final_merged_selected_attempt,FAIL,FAIL,lifecycle_valid,0.5,0.5,selected_attempt_evaluator_trace,46,1123.45,done,incorrect_completion,3,android+home+linux,linux_0+android_0+home_0,/Users/Admin/home/MDC_Benchmark_lite_ufo3/runs/ufo3-gpt-5.5-core200-rerun-20260826/mdcbench_lite_v1/run_01/103_linux_android_smarthome_287/attempts/attempt_001/config/task.json,/Users/Admin/home/MDC_Benchmark_lite_ufo3/runs/ufo3-gpt-5.5-core200-rerun-20260826/mdcbench_lite_v1/final_merged_status_after_infrastructure_repairs.json
ufo3-gpt-5.5,104,linux_android_smarthome_470,linux_android_smarthome,2A+1L+1H,attempt_001,/Users/Admin/home/MDC_Benchmark_lite_ufo3/runs/ufo3-gpt-5.5-core200-rerun-20260826/mdcbench_lite_v1/run_01/104_linux_android_smarthome_470/attempts/attempt_001,sha256:651361d67253c4c2eb972f95b1630cbc6c0ccff7d69dc9e8e8da78c3af660863,final_merged_selected_attempt,PASS,PASS,lifecycle_valid,1.0,1.0,selected_attempt_evaluator_trace,49,1049.297,done,passed,4,android+home+linux,linux_0+android_0+android_1+home_0,/Users/Admin/home/MDC_Benchmark_lite_ufo3/runs/ufo3-gpt-5.5-core200-rerun-20260826/mdcbench_lite_v1/run_01/104_linux_android_smarthome_470/attempts/attempt_001/config/task.json,/Users/Admin/home/MDC_Benchmark_lite_ufo3/runs/ufo3-gpt-5.5-core200-rerun-20260826/mdcbench_lite_v1/final_merged_status_after_infrastructure_repairs.json
ufo3-gpt-5.5,105,linux_android_smarthome_941,linux_android_smarthome,1A+2L+1H,attempt_001,/Users/Admin/home/MDC_Benchmark_lite_ufo3/runs/ufo3-gpt-5.5-core200-rerun-20260826/mdcbench_lite_v1/run_01/105_linux_android_smarthome_941/attempts/attempt_001,sha256:a8ada48bdeece6aee4377b8ee1425408bc35650b79e5a075a0dbf74e07cc5f28,final_merged_selected_attempt,FAIL,FAIL,lifecycle_valid,0.6666666666666666,0.6666666666666666,selected_attempt_evaluator_trace,31,1443.88,done,incorrect_completion,4,android+home+linux,linux_0+linux_1+android_0+home_0,/Users/Admin/home/MDC_Benchmark_lite_ufo3/runs/ufo3-gpt-5.5-core200-rerun-20260826/mdcbench_lite_v1/run_01/105_linux_android_smarthome_941/attempts/attempt_001/config/task.json,/Users/Admin/home/MDC_Benchmark_lite_ufo3/runs/ufo3-gpt-5.5-core200-rerun-20260826/mdcbench_lite_v1/final_merged_status_after_infrastructure_repairs.json
ufo3-gpt-5.5,106,linux_smarthome_454,linux_smarthome,linux_smarthome,attempt_001,/Users/Admin/home/MDC_Benchmark_lite_ufo3/runs/ufo3-gpt-5.5-core200-rerun-20260826/mdcbench_lite_v1/run_01/106_linux_smarthome_454/attempts/attempt_001,sha256:85baa80d326f4806bd87cfeae7861b771e432786dc451254338ce7fa02615d4d,final_merged_selected_attempt,PASS,PASS,lifecycle_valid,1.0,1.0,selected_attempt_evaluator_trace,15,621.476,done,passed,2,home+linux,linux_0+home_0,/Users/Admin/home/MDC_Benchmark_lite_ufo3/runs/ufo3-gpt-5.5-core200-rerun-20260826/mdcbench_lite_v1/run_01/106_linux_smarthome_454/attempts/attempt_001/config/task.json,/Users/Admin/home/MDC_Benchmark_lite_ufo3/runs/ufo3-gpt-5.5-core200-rerun-20260826/mdcbench_lite_v1/final_merged_status_after_infrastructure_repairs.json
ufo3-gpt-5.5,107,linux_smarthome_350,linux_smarthome,linux_smarthome,attempt_001,/Users/Admin/home/MDC_Benchmark_lite_ufo3/runs/ufo3-gpt-5.5-core200-rerun-20260826/mdcbench_lite_v1/run_01/107_linux_smarthome_350/attempts/attempt_001,sha256:29f5fd77384253f2606ac0132eeab914893feb0e98808cba43be198070a6c842,final_merged_selected_attempt,PASS,PASS,lifecycle_valid,1.0,1.0,selected_attempt_evaluator_trace,9,409.293,done,passed,2,home+linux,linux_0+home_0,/Users/Admin/home/MDC_Benchmark_lite_ufo3/runs/ufo3-gpt-5.5-core200-rerun-20260826/mdcbench_lite_v1/run_01/107_linux_smarthome_350/attempts/attempt_001/config/task.json,/Users/Admin/home/MDC_Benchmark_lite_ufo3/runs/ufo3-gpt-5.5-core200-rerun-20260826/mdcbench_lite_v1/final_merged_status_after_infrastructure_repairs.json
ufo3-gpt-5.5,108,linux_smarthome_520,linux_smarthome,2linux_smarthome,attempt_001,/Users/Admin/home/MDC_Benchmark_lite_ufo3/runs/ufo3-gpt-5.5-core200-rerun-20260826/mdcbench_lite_v1/run_01/108_linux_smarthome_520/attempts/attempt_001,sha256:f75a130de7ffa4aeecb9d4e13db8795b4f203dcd8910d0431b991f076cbbbb02,final_merged_selected_attempt,FAIL,FAIL,lifecycle_valid,0.5,0.5,selected_attempt_evaluator_trace,14,558.814,done,incorrect_completion,3,home+linux,linux_0+linux_1+home_0,/Users/Admin/home/MDC_Benchmark_lite_ufo3/runs/ufo3-gpt-5.5-core200-rerun-20260826/mdcbench_lite_v1/run_01/108_linux_smarthome_520/attempts/attempt_001/config/task.json,/Users/Admin/home/MDC_Benchmark_lite_ufo3/runs/ufo3-gpt-5.5-core200-rerun-20260826/mdcbench_lite_v1/final_merged_status_after_infrastructure_repairs.json
ufo3-gpt-5.5,109,linux_smarthome_098,linux_smarthome,linux_smarthome,attempt_001,/Users/Admin/home/MDC_Benchmark_lite_ufo3/runs/ufo3-gpt-5.5-core200-rerun-20260826/mdcbench_lite_v1/run_01/109_linux_smarthome_098/attempts/attempt_001,sha256:f61c6eb87ff9f364b7b536275bb64dc86e59b66337ea7a3eee71c4fc9907ffeb,final_merged_selected_attempt,FAIL,FAIL,lifecycle_valid,0.0,0.0,selected_attempt_evaluator_trace,9,269.129,done,incorrect_completion,2,home+linux,linux_0+home_0,/Users/Admin/home/MDC_Benchmark_lite_ufo3/runs/ufo3-gpt-5.5-core200-rerun-20260826/mdcbench_lite_v1/run_01/109_linux_smarthome_098/attempts/attempt_001/config/task.json,/Users/Admin/home/MDC_Benchmark_lite_ufo3/runs/ufo3-gpt-5.5-core200-rerun-20260826/mdcbench_lite_v1/final_merged_status_after_infrastructure_repairs.json
ufo3-gpt-5.5,110,linux_smarthome_387,linux_smarthome,linux_smarthome,attempt_001,/Users/Admin/home/MDC_Benchmark_lite_ufo3/runs/ufo3-gpt-5.5-core200-rerun-20260826/mdcbench_lite_v1/run_01/110_linux_smarthome_387/attempts/attempt_001,sha256:4e201f981496161844c548de9462155eecbcc5922b8a1ebeedacc2d146ebaf75,final_merged_selected_attempt,FAIL,FAIL,lifecycle_valid,0.0,0.0,selected_attempt_evaluator_trace,10,534.75,done,incorrect_completion,2,home+linux,linux_0+home_0,/Users/Admin/home/MDC_Benchmark_lite_ufo3/runs/ufo3-gpt-5.5-core200-rerun-20260826/mdcbench_lite_v1/run_01/110_linux_smarthome_387/attempts/attempt_001/config/task.json,/Users/Admin/home/MDC_Benchmark_lite_ufo3/runs/ufo3-gpt-5.5-core200-rerun-20260826/mdcbench_lite_v1/final_merged_status_after_infrastructure_repairs.json
ufo3-gpt-5.5,111,linux_smarthome_606,linux_smarthome,2linux_smarthome,attempt_001,/Users/Admin/home/MDC_Benchmark_lite_ufo3/runs/ufo3-gpt-5.5-core200-rerun-20260826/mdcbench_lite_v1/run_01/111_linux_smarthome_606/attempts/attempt_001,sha256:20eb16fd3eee87490399b5ab9d30afa8b484a8d4bec0ea8e4194827494212932,final_merged_selected_attempt,FAIL,FAIL,lifecycle_valid,0.0,0.0,selected_attempt_evaluator_trace,16,735.196,done,incorrect_completion,3,home+linux,linux_0+linux_1+home_0,/Users/Admin/home/MDC_Benchmark_lite_ufo3/runs/ufo3-gpt-5.5-core200-rerun-20260826/mdcbench_lite_v1/run_01/111_linux_smarthome_606/attempts/attempt_001/config/task.json,/Users/Admin/home/MDC_Benchmark_lite_ufo3/runs/ufo3-gpt-5.5-core200-rerun-20260826/mdcbench_lite_v1/final_merged_status_after_infrastructure_repairs.json
ufo3-gpt-5.5,112,linux_smarthome_378,linux_smarthome,linux_smarthome,attempt_001,/Users/Admin/home/MDC_Benchmark_lite_ufo3/runs/ufo3-gpt-5.5-core200-rerun-20260826/mdcbench_lite_v1/run_01/112_linux_smarthome_378/attempts/attempt_001,sha256:b4cf51219af3c34240220021d0cc85e9048d89b2e108b2f914fc8b0193e818cf,final_merged_selected_attempt,PASS,PASS,lifecycle_valid,1.0,1.0,selected_attempt_evaluator_trace,24,316.013,done,passed,2,home+linux,linux_0+home_0,/Users/Admin/home/MDC_Benchmark_lite_ufo3/runs/ufo3-gpt-5.5-core200-rerun-20260826/mdcbench_lite_v1/run_01/112_linux_smarthome_378/attempts/attempt_001/config/task.json,/Users/Admin/home/MDC_Benchmark_lite_ufo3/runs/ufo3-gpt-5.5-core200-rerun-20260826/mdcbench_lite_v1/final_merged_status_after_infrastructure_repairs.json
ufo3-gpt-5.5,113,linux_smarthome_063,linux_smarthome,linux_smarthome,attempt_001,/Users/Admin/home/MDC_Benchmark_lite_ufo3/runs/ufo3-gpt-5.5-core200-rerun-20260826/mdcbench_lite_v1/run_01/113_linux_smarthome_063/attempts/attempt_001,sha256:4781a8da9bd0f81035c02bb8208d68a0f4c2423992825d5842f820a220f026c7,final_merged_selected_attempt,PASS,PASS,lifecycle_valid,1.0,1.0,selected_attempt_evaluator_trace,9,177.494,done,passed,2,home+linux,linux_0+home_0,/Users/Admin/home/MDC_Benchmark_lite_ufo3/runs/ufo3-gpt-5.5-core200-rerun-20260826/mdcbench_lite_v1/run_01/113_linux_smarthome_063/attempts/attempt_001/config/task.json,/Users/Admin/home/MDC_Benchmark_lite_ufo3/runs/ufo3-gpt-5.5-core200-rerun-20260826/mdcbench_lite_v1/final_merged_status_after_infrastructure_repairs.json
ufo3-gpt-5.5,114,linux_smarthome_851,linux_smarthome,2linux_smarthome,attempt_001,/Users/Admin/home/MDC_Benchmark_lite_ufo3/runs/ufo3-gpt-5.5-core200-rerun-20260826/mdcbench_lite_v1/run_01/114_linux_smarthome_851/attempts/attempt_001,sha256:b1a6b9a1453f5dae2342fe2059b839603b8e686c47b8bb3a3ad36d389c579d78,final_merged_selected_attempt,FAIL,FAIL,lifecycle_valid,0.0,0.0,selected_attempt_evaluator_trace,15,632.874,done,incorrect_completion,3,home+linux,linux_0+linux_1+home_0,/Users/Admin/home/MDC_Benchmark_lite_ufo3/runs/ufo3-gpt-5.5-core200-rerun-20260826/mdcbench_lite_v1/run_01/114_linux_smarthome_851/attempts/attempt_001/config/task.json,/Users/Admin/home/MDC_Benchmark_lite_ufo3/runs/ufo3-gpt-5.5-core200-rerun-20260826/mdcbench_lite_v1/final_merged_status_after_infrastructure_repairs.json
