model,task_id,selected_attempt,run_ref,task_version,main_result,main_score,main_result_basis,raw_result,raw_score,raw_result_basis,main_raw_difference,main_prior_approval_ref,supplementary_adjudicated_result,supplementary_adjudicated_score,supplementary_evaluation_status,supplementary_score_basis,steps,duration,termination_reason,device_count,device_types,environment_type_count,device_instances,metadata_ref,selected_run_status,main_binary_status,paired_task_config_status,paired_task_config_ref,supplementary_current_ruling,supplementary_approval_status,supplementary_adjudication_ref,supplementary_adjudication_type,supplementary_reviewer,supplementary_human_reviewed,supplementary_decision_refs,supplementary_ruleset_version,supplementary_pending_condition_count,supplementary_unresolved_condition_count,selection_reason,selection_source_summary,trajectory_path,evaluator_trace_path,history_path,step_limit_reached,wall_time_limit_reached,declared_complete,max_steps,max_duration_s,runtime_version_status,paired_comparison_status,paired_comparison_note
claude-opus-4-8,android_only_234,/Users/lht/home/MDCBench/workflow/experiment_worktrees/gpt55-core200-rerun-20260826/runs/claude-opus-4-8/mdcbench_lite_v1/core200_recovery_20260829/retry_run_01/162_android_only_234,/Users/lht/home/MDCBench/workflow/experiment_worktrees/gpt55-core200-rerun-20260826/runs/claude-opus-4-8/mdcbench_lite_v1/core200_recovery_20260829/retry_run_01/162_android_only_234/result.json,unknown,FAIL,0.5,/Users/lht/home/MDCBench/analysis/chatgpt+claude/evaluation_followup/reconciled_task_results.csv :: claude-opus-4-8|android_only_234 :: existing_adopted_result / existing_adopted_score (pre-followup main table),FAIL,0.5,/Users/lht/home/MDCBench/workflow/experiment_worktrees/gpt55-core200-rerun-20260826/runs/claude-opus-4-8/mdcbench_lite_v1/core200_recovery_20260829/retry_run_01/162_android_only_234/result.json,false,NA,FAIL,0.5,not_audited,unchanged_existing_score_no_new_approved_condition; Retain prior adopted score; pending/unresolved proposals are not applied.,50,601.566,max_steps,2,android,1,android_0:android;android_1:android,/Users/lht/home/MDCBench/workflow/experiment_worktrees/gpt55-core200-rerun-20260826/runs/claude-opus-4-8/mdcbench_lite_v1/core200_recovery_20260829/retry_run_01/162_android_only_234/config/task.json :: devices,available_selected_result,pre_followup_result_not_replaced_by_supplementary_review,equal_frozen_task_json_prior_comparison,/Users/lht/home/MDCBench/analysis_phase1/task_snapshot_comparison.csv :: android_only_234,not_in_source_audit,no_change_requested,,,,false,,devicesworld.evaluation-review.candidate-v2.2026-09-07,0,0,effective_core200_provenance,/Users/lht/home/MDCBench/workflow/experiment_worktrees/gpt55-core200-rerun-20260826/runs/claude-opus-4-8/mdcbench_lite_v1/core200_recovery_20260829/effective_core200/summary.json,/Users/lht/home/MDCBench/workflow/experiment_worktrees/gpt55-core200-rerun-20260826/runs/claude-opus-4-8/mdcbench_lite_v1/core200_recovery_20260829/retry_run_01/162_android_only_234/trajectory.json,/Users/lht/home/MDCBench/workflow/experiment_worktrees/gpt55-core200-rerun-20260826/runs/claude-opus-4-8/mdcbench_lite_v1/core200_recovery_20260829/retry_run_01/162_android_only_234/evaluator_trace.json,/Users/lht/home/MDCBench/workflow/experiment_worktrees/gpt55-core200-rerun-20260826/runs/claude-opus-4-8/mdcbench_lite_v1/core200_recovery_20260829/retry_run_01/162_android_only_234/execution_history.jsonl,True,False,False,50,1800,per_run_full_runtime_snapshot_unknown; frozen task/config/trace available,included_task_config_and_pre_followup_main_result,
claude-opus-4-8,android_only_214,/Users/lht/home/MDCBench/workflow/experiment_worktrees/gpt55-core200-rerun-20260826/runs/claude-opus-4-8/mdcbench_lite_v1/core200_recovery_20260829/retry_run_01/163_android_only_214,/Users/lht/home/MDCBench/workflow/experiment_worktrees/gpt55-core200-rerun-20260826/runs/claude-opus-4-8/mdcbench_lite_v1/core200_recovery_20260829/retry_run_01/163_android_only_214/result.json,unknown,FAIL,0,/Users/lht/home/MDCBench/analysis/chatgpt+claude/evaluation_followup/reconciled_task_results.csv :: claude-opus-4-8|android_only_214 :: existing_adopted_result / existing_adopted_score (pre-followup main table),FAIL,0,/Users/lht/home/MDCBench/workflow/experiment_worktrees/gpt55-core200-rerun-20260826/runs/claude-opus-4-8/mdcbench_lite_v1/core200_recovery_20260829/retry_run_01/163_android_only_214/result.json,false,NA,FAIL,0,not_audited,unchanged_existing_score_no_new_approved_condition; Retain prior adopted score; pending/unresolved proposals are not applied.,50,1038.572,max_steps,2,android,1,android_0:android;android_1:android,/Users/lht/home/MDCBench/workflow/experiment_worktrees/gpt55-core200-rerun-20260826/runs/claude-opus-4-8/mdcbench_lite_v1/core200_recovery_20260829/retry_run_01/163_android_only_214/config/task.json :: devices,available_selected_result,pre_followup_result_not_replaced_by_supplementary_review,equal_frozen_task_json_prior_comparison,/Users/lht/home/MDCBench/analysis_phase1/task_snapshot_comparison.csv :: android_only_214,not_in_source_audit,no_change_requested,,,,false,,devicesworld.evaluation-review.candidate-v2.2026-09-07,0,0,effective_core200_provenance,/Users/lht/home/MDCBench/workflow/experiment_worktrees/gpt55-core200-rerun-20260826/runs/claude-opus-4-8/mdcbench_lite_v1/core200_recovery_20260829/effective_core200/summary.json,/Users/lht/home/MDCBench/workflow/experiment_worktrees/gpt55-core200-rerun-20260826/runs/claude-opus-4-8/mdcbench_lite_v1/core200_recovery_20260829/retry_run_01/163_android_only_214/trajectory.json,/Users/lht/home/MDCBench/workflow/experiment_worktrees/gpt55-core200-rerun-20260826/runs/claude-opus-4-8/mdcbench_lite_v1/core200_recovery_20260829/retry_run_01/163_android_only_214/evaluator_trace.json,/Users/lht/home/MDCBench/workflow/experiment_worktrees/gpt55-core200-rerun-20260826/runs/claude-opus-4-8/mdcbench_lite_v1/core200_recovery_20260829/retry_run_01/163_android_only_214/execution_history.jsonl,True,False,False,50,1800,per_run_full_runtime_snapshot_unknown; frozen task/config/trace available,included_task_config_and_pre_followup_main_result,
claude-opus-4-8,android_only_305,/Users/lht/home/MDCBench/workflow/experiment_worktrees/gpt55-core200-rerun-20260826/runs/claude-opus-4-8/mdcbench_lite_v1/core200_recovery_20260829/retry_run_01/164_android_only_305,/Users/lht/home/MDCBench/workflow/experiment_worktrees/gpt55-core200-rerun-20260826/runs/claude-opus-4-8/mdcbench_lite_v1/core200_recovery_20260829/retry_run_01/164_android_only_305/result.json,unknown,FAIL,0.5,/Users/lht/home/MDCBench/analysis/chatgpt+claude/evaluation_followup/reconciled_task_results.csv :: claude-opus-4-8|android_only_305 :: existing_adopted_result / existing_adopted_score (pre-followup main table),FAIL,0.5,/Users/lht/home/MDCBench/workflow/experiment_worktrees/gpt55-core200-rerun-20260826/runs/claude-opus-4-8/mdcbench_lite_v1/core200_recovery_20260829/retry_run_01/164_android_only_305/result.json,false,NA,FAIL,0.5,not_audited,unchanged_existing_score_no_new_approved_condition; Retain prior adopted score; pending/unresolved proposals are not applied.,50,580.627,max_steps,2,android,1,android_0:android;android_1:android,/Users/lht/home/MDCBench/workflow/experiment_worktrees/gpt55-core200-rerun-20260826/runs/claude-opus-4-8/mdcbench_lite_v1/core200_recovery_20260829/retry_run_01/164_android_only_305/config/task.json :: devices,available_selected_result,pre_followup_result_not_replaced_by_supplementary_review,equal_frozen_task_json_prior_comparison,/Users/lht/home/MDCBench/analysis_phase1/task_snapshot_comparison.csv :: android_only_305,not_in_source_audit,no_change_requested,,,,false,,devicesworld.evaluation-review.candidate-v2.2026-09-07,0,0,effective_core200_provenance,/Users/lht/home/MDCBench/workflow/experiment_worktrees/gpt55-core200-rerun-20260826/runs/claude-opus-4-8/mdcbench_lite_v1/core200_recovery_20260829/effective_core200/summary.json,/Users/lht/home/MDCBench/workflow/experiment_worktrees/gpt55-core200-rerun-20260826/runs/claude-opus-4-8/mdcbench_lite_v1/core200_recovery_20260829/retry_run_01/164_android_only_305/trajectory.json,/Users/lht/home/MDCBench/workflow/experiment_worktrees/gpt55-core200-rerun-20260826/runs/claude-opus-4-8/mdcbench_lite_v1/core200_recovery_20260829/retry_run_01/164_android_only_305/evaluator_trace.json,/Users/lht/home/MDCBench/workflow/experiment_worktrees/gpt55-core200-rerun-20260826/runs/claude-opus-4-8/mdcbench_lite_v1/core200_recovery_20260829/retry_run_01/164_android_only_305/execution_history.jsonl,True,False,False,50,1800,per_run_full_runtime_snapshot_unknown; frozen task/config/trace available,included_task_config_and_pre_followup_main_result,
claude-opus-4-8,android_only_264,/Users/lht/home/MDCBench/workflow/experiment_worktrees/gpt55-core200-rerun-20260826/runs/claude-opus-4-8/mdcbench_lite_v1/core200_recovery_20260829/retry_run_01/165_android_only_264,/Users/lht/home/MDCBench/workflow/experiment_worktrees/gpt55-core200-rerun-20260826/runs/claude-opus-4-8/mdcbench_lite_v1/core200_recovery_20260829/retry_run_01/165_android_only_264/result.json,unknown,FAIL,0,/Users/lht/home/MDCBench/analysis/chatgpt+claude/evaluation_followup/reconciled_task_results.csv :: claude-opus-4-8|android_only_264 :: existing_adopted_result / existing_adopted_score (pre-followup main table),FAIL,0,/Users/lht/home/MDCBench/workflow/experiment_worktrees/gpt55-core200-rerun-20260826/runs/claude-opus-4-8/mdcbench_lite_v1/core200_recovery_20260829/retry_run_01/165_android_only_264/result.json,false,NA,FAIL,0,not_audited,unchanged_existing_score_no_new_approved_condition; Retain prior adopted score; pending/unresolved proposals are not applied.,50,725.274,max_steps,2,android,1,android_0:android;android_1:android,/Users/lht/home/MDCBench/workflow/experiment_worktrees/gpt55-core200-rerun-20260826/runs/claude-opus-4-8/mdcbench_lite_v1/core200_recovery_20260829/retry_run_01/165_android_only_264/config/task.json :: devices,available_selected_result,pre_followup_result_not_replaced_by_supplementary_review,equal_frozen_task_json_prior_comparison,/Users/lht/home/MDCBench/analysis_phase1/task_snapshot_comparison.csv :: android_only_264,not_in_source_audit,no_change_requested,,,,false,,devicesworld.evaluation-review.candidate-v2.2026-09-07,0,0,effective_core200_provenance,/Users/lht/home/MDCBench/workflow/experiment_worktrees/gpt55-core200-rerun-20260826/runs/claude-opus-4-8/mdcbench_lite_v1/core200_recovery_20260829/effective_core200/summary.json,/Users/lht/home/MDCBench/workflow/experiment_worktrees/gpt55-core200-rerun-20260826/runs/claude-opus-4-8/mdcbench_lite_v1/core200_recovery_20260829/retry_run_01/165_android_only_264/trajectory.json,/Users/lht/home/MDCBench/workflow/experiment_worktrees/gpt55-core200-rerun-20260826/runs/claude-opus-4-8/mdcbench_lite_v1/core200_recovery_20260829/retry_run_01/165_android_only_264/evaluator_trace.json,/Users/lht/home/MDCBench/workflow/experiment_worktrees/gpt55-core200-rerun-20260826/runs/claude-opus-4-8/mdcbench_lite_v1/core200_recovery_20260829/retry_run_01/165_android_only_264/execution_history.jsonl,True,False,False,50,1800,per_run_full_runtime_snapshot_unknown; frozen task/config/trace available,included_task_config_and_pre_followup_main_result,
claude-opus-4-8,android_only_236,/Users/lht/home/MDCBench/workflow/experiment_worktrees/gpt55-core200-rerun-20260826/runs/claude-opus-4-8/mdcbench_lite_v1/core200_recovery_20260829/retry_run_01/166_android_only_236,/Users/lht/home/MDCBench/workflow/experiment_worktrees/gpt55-core200-rerun-20260826/runs/claude-opus-4-8/mdcbench_lite_v1/core200_recovery_20260829/retry_run_01/166_android_only_236/result.json,unknown,FAIL,0.75,/Users/lht/home/MDCBench/analysis/chatgpt+claude/evaluation_followup/reconciled_task_results.csv :: claude-opus-4-8|android_only_236 :: existing_adopted_result / existing_adopted_score (pre-followup main table),FAIL,0.75,/Users/lht/home/MDCBench/workflow/experiment_worktrees/gpt55-core200-rerun-20260826/runs/claude-opus-4-8/mdcbench_lite_v1/core200_recovery_20260829/retry_run_01/166_android_only_236/result.json,false,NA,FAIL,0.75,not_audited,unchanged_existing_score_no_new_approved_condition; Retain prior adopted score; pending/unresolved proposals are not applied.,24,478.643,done,2,android,1,android_0:android;android_1:android,/Users/lht/home/MDCBench/workflow/experiment_worktrees/gpt55-core200-rerun-20260826/runs/claude-opus-4-8/mdcbench_lite_v1/core200_recovery_20260829/retry_run_01/166_android_only_236/config/task.json :: devices,available_selected_result,pre_followup_result_not_replaced_by_supplementary_review,equal_frozen_task_json_prior_comparison,/Users/lht/home/MDCBench/analysis_phase1/task_snapshot_comparison.csv :: android_only_236,not_in_source_audit,no_change_requested,,,,false,,devicesworld.evaluation-review.candidate-v2.2026-09-07,0,0,effective_core200_provenance,/Users/lht/home/MDCBench/workflow/experiment_worktrees/gpt55-core200-rerun-20260826/runs/claude-opus-4-8/mdcbench_lite_v1/core200_recovery_20260829/effective_core200/summary.json,/Users/lht/home/MDCBench/workflow/experiment_worktrees/gpt55-core200-rerun-20260826/runs/claude-opus-4-8/mdcbench_lite_v1/core200_recovery_20260829/retry_run_01/166_android_only_236/trajectory.json,/Users/lht/home/MDCBench/workflow/experiment_worktrees/gpt55-core200-rerun-20260826/runs/claude-opus-4-8/mdcbench_lite_v1/core200_recovery_20260829/retry_run_01/166_android_only_236/evaluator_trace.json,/Users/lht/home/MDCBench/workflow/experiment_worktrees/gpt55-core200-rerun-20260826/runs/claude-opus-4-8/mdcbench_lite_v1/core200_recovery_20260829/retry_run_01/166_android_only_236/execution_history.jsonl,False,False,True,50,1800,per_run_full_runtime_snapshot_unknown; frozen task/config/trace available,included_task_config_and_pre_followup_main_result,
claude-opus-4-8,android_only_254,/Users/lht/home/MDCBench/workflow/experiment_worktrees/gpt55-core200-rerun-20260826/runs/claude-opus-4-8/mdcbench_lite_v1/core200_recovery_20260829/retry_run_01/167_android_only_254,/Users/lht/home/MDCBench/workflow/experiment_worktrees/gpt55-core200-rerun-20260826/runs/claude-opus-4-8/mdcbench_lite_v1/core200_recovery_20260829/retry_run_01/167_android_only_254/result.json,unknown,PASS,1,/Users/lht/home/MDCBench/analysis/chatgpt+claude/evaluation_followup/reconciled_task_results.csv :: claude-opus-4-8|android_only_254 :: existing_adopted_result / existing_adopted_score (pre-followup main table),PASS,1,/Users/lht/home/MDCBench/workflow/experiment_worktrees/gpt55-core200-rerun-20260826/runs/claude-opus-4-8/mdcbench_lite_v1/core200_recovery_20260829/retry_run_01/167_android_only_254/result.json,false,NA,PASS,1,not_audited,unchanged_existing_score_no_new_approved_condition; Retain prior adopted score; pending/unresolved proposals are not applied.,29,380.469,done,2,android,1,android_0:android;android_1:android,/Users/lht/home/MDCBench/workflow/experiment_worktrees/gpt55-core200-rerun-20260826/runs/claude-opus-4-8/mdcbench_lite_v1/core200_recovery_20260829/retry_run_01/167_android_only_254/config/task.json :: devices,available_selected_result,pre_followup_result_not_replaced_by_supplementary_review,equal_frozen_task_json_prior_comparison,/Users/lht/home/MDCBench/analysis_phase1/task_snapshot_comparison.csv :: android_only_254,not_in_source_audit,no_change_requested,,,,false,,devicesworld.evaluation-review.candidate-v2.2026-09-07,0,0,effective_core200_provenance,/Users/lht/home/MDCBench/workflow/experiment_worktrees/gpt55-core200-rerun-20260826/runs/claude-opus-4-8/mdcbench_lite_v1/core200_recovery_20260829/effective_core200/summary.json,/Users/lht/home/MDCBench/workflow/experiment_worktrees/gpt55-core200-rerun-20260826/runs/claude-opus-4-8/mdcbench_lite_v1/core200_recovery_20260829/retry_run_01/167_android_only_254/trajectory.json,/Users/lht/home/MDCBench/workflow/experiment_worktrees/gpt55-core200-rerun-20260826/runs/claude-opus-4-8/mdcbench_lite_v1/core200_recovery_20260829/retry_run_01/167_android_only_254/evaluator_trace.json,/Users/lht/home/MDCBench/workflow/experiment_worktrees/gpt55-core200-rerun-20260826/runs/claude-opus-4-8/mdcbench_lite_v1/core200_recovery_20260829/retry_run_01/167_android_only_254/execution_history.jsonl,False,False,True,50,1800,per_run_full_runtime_snapshot_unknown; frozen task/config/trace available,included_task_config_and_pre_followup_main_result,
claude-opus-4-8,android_only_218,/Users/lht/home/MDCBench/workflow/experiment_worktrees/gpt55-core200-rerun-20260826/runs/claude-opus-4-8/mdcbench_lite_v1/core200_recovery_20260829/retry_run_01/168_android_only_218,/Users/lht/home/MDCBench/workflow/experiment_worktrees/gpt55-core200-rerun-20260826/runs/claude-opus-4-8/mdcbench_lite_v1/core200_recovery_20260829/retry_run_01/168_android_only_218/result.json,unknown,FAIL,0,/Users/lht/home/MDCBench/analysis/chatgpt+claude/evaluation_followup/reconciled_task_results.csv :: claude-opus-4-8|android_only_218 :: existing_adopted_result / existing_adopted_score (pre-followup main table),FAIL,0,/Users/lht/home/MDCBench/workflow/experiment_worktrees/gpt55-core200-rerun-20260826/runs/claude-opus-4-8/mdcbench_lite_v1/core200_recovery_20260829/retry_run_01/168_android_only_218/result.json,false,NA,FAIL,0,not_audited,unchanged_existing_score_no_new_approved_condition; Retain prior adopted score; pending/unresolved proposals are not applied.,50,846.157,max_steps,2,android,1,android_0:android;android_1:android,/Users/lht/home/MDCBench/workflow/experiment_worktrees/gpt55-core200-rerun-20260826/runs/claude-opus-4-8/mdcbench_lite_v1/core200_recovery_20260829/retry_run_01/168_android_only_218/config/task.json :: devices,available_selected_result,pre_followup_result_not_replaced_by_supplementary_review,equal_frozen_task_json_prior_comparison,/Users/lht/home/MDCBench/analysis_phase1/task_snapshot_comparison.csv :: android_only_218,not_in_source_audit,no_change_requested,,,,false,,devicesworld.evaluation-review.candidate-v2.2026-09-07,0,0,effective_core200_provenance,/Users/lht/home/MDCBench/workflow/experiment_worktrees/gpt55-core200-rerun-20260826/runs/claude-opus-4-8/mdcbench_lite_v1/core200_recovery_20260829/effective_core200/summary.json,/Users/lht/home/MDCBench/workflow/experiment_worktrees/gpt55-core200-rerun-20260826/runs/claude-opus-4-8/mdcbench_lite_v1/core200_recovery_20260829/retry_run_01/168_android_only_218/trajectory.json,/Users/lht/home/MDCBench/workflow/experiment_worktrees/gpt55-core200-rerun-20260826/runs/claude-opus-4-8/mdcbench_lite_v1/core200_recovery_20260829/retry_run_01/168_android_only_218/evaluator_trace.json,/Users/lht/home/MDCBench/workflow/experiment_worktrees/gpt55-core200-rerun-20260826/runs/claude-opus-4-8/mdcbench_lite_v1/core200_recovery_20260829/retry_run_01/168_android_only_218/execution_history.jsonl,True,False,False,50,1800,per_run_full_runtime_snapshot_unknown; frozen task/config/trace available,included_task_config_and_pre_followup_main_result,
claude-opus-4-8,android_only_260,/Users/lht/home/MDCBench/workflow/experiment_worktrees/gpt55-core200-rerun-20260826/runs/claude-opus-4-8/mdcbench_lite_v1/core200_recovery_20260829/retry_run_01/169_android_only_260,/Users/lht/home/MDCBench/workflow/experiment_worktrees/gpt55-core200-rerun-20260826/runs/claude-opus-4-8/mdcbench_lite_v1/core200_recovery_20260829/retry_run_01/169_android_only_260/result.json,unknown,FAIL,0,/Users/lht/home/MDCBench/analysis/chatgpt+claude/evaluation_followup/reconciled_task_results.csv :: claude-opus-4-8|android_only_260 :: existing_adopted_result / existing_adopted_score (pre-followup main table),FAIL,0,/Users/lht/home/MDCBench/workflow/experiment_worktrees/gpt55-core200-rerun-20260826/runs/claude-opus-4-8/mdcbench_lite_v1/core200_recovery_20260829/retry_run_01/169_android_only_260/result.json,false,NA,FAIL,0,not_audited,unchanged_existing_score_no_new_approved_condition; Retain prior adopted score; pending/unresolved proposals are not applied.,50,645.661,max_steps,2,android,1,android_0:android;android_1:android,/Users/lht/home/MDCBench/workflow/experiment_worktrees/gpt55-core200-rerun-20260826/runs/claude-opus-4-8/mdcbench_lite_v1/core200_recovery_20260829/retry_run_01/169_android_only_260/config/task.json :: devices,available_selected_result,pre_followup_result_not_replaced_by_supplementary_review,equal_frozen_task_json_prior_comparison,/Users/lht/home/MDCBench/analysis_phase1/task_snapshot_comparison.csv :: android_only_260,not_in_source_audit,no_change_requested,,,,false,,devicesworld.evaluation-review.candidate-v2.2026-09-07,0,0,effective_core200_provenance,/Users/lht/home/MDCBench/workflow/experiment_worktrees/gpt55-core200-rerun-20260826/runs/claude-opus-4-8/mdcbench_lite_v1/core200_recovery_20260829/effective_core200/summary.json,/Users/lht/home/MDCBench/workflow/experiment_worktrees/gpt55-core200-rerun-20260826/runs/claude-opus-4-8/mdcbench_lite_v1/core200_recovery_20260829/retry_run_01/169_android_only_260/trajectory.json,/Users/lht/home/MDCBench/workflow/experiment_worktrees/gpt55-core200-rerun-20260826/runs/claude-opus-4-8/mdcbench_lite_v1/core200_recovery_20260829/retry_run_01/169_android_only_260/evaluator_trace.json,/Users/lht/home/MDCBench/workflow/experiment_worktrees/gpt55-core200-rerun-20260826/runs/claude-opus-4-8/mdcbench_lite_v1/core200_recovery_20260829/retry_run_01/169_android_only_260/execution_history.jsonl,True,False,False,50,1800,per_run_full_runtime_snapshot_unknown; frozen task/config/trace available,included_task_config_and_pre_followup_main_result,
claude-opus-4-8,android_only_285,/Users/lht/home/MDCBench/workflow/experiment_worktrees/gpt55-core200-rerun-20260826/runs/claude-opus-4-8/mdcbench_lite_v1/core200_recovery_20260829/retry_run_01/170_android_only_285,/Users/lht/home/MDCBench/workflow/experiment_worktrees/gpt55-core200-rerun-20260826/runs/claude-opus-4-8/mdcbench_lite_v1/core200_recovery_20260829/retry_run_01/170_android_only_285/result.json,unknown,FAIL,0.5,/Users/lht/home/MDCBench/analysis/chatgpt+claude/evaluation_followup/reconciled_task_results.csv :: claude-opus-4-8|android_only_285 :: existing_adopted_result / existing_adopted_score (pre-followup main table),FAIL,0.5,/Users/lht/home/MDCBench/workflow/experiment_worktrees/gpt55-core200-rerun-20260826/runs/claude-opus-4-8/mdcbench_lite_v1/core200_recovery_20260829/retry_run_01/170_android_only_285/result.json,false,NA,FAIL,0.5,not_audited,unchanged_existing_score_no_new_approved_condition; Retain prior adopted score; pending/unresolved proposals are not applied.,50,897.565,max_steps,2,android,1,android_0:android;android_1:android,/Users/lht/home/MDCBench/workflow/experiment_worktrees/gpt55-core200-rerun-20260826/runs/claude-opus-4-8/mdcbench_lite_v1/core200_recovery_20260829/retry_run_01/170_android_only_285/config/task.json :: devices,available_selected_result,pre_followup_result_not_replaced_by_supplementary_review,equal_frozen_task_json_prior_comparison,/Users/lht/home/MDCBench/analysis_phase1/task_snapshot_comparison.csv :: android_only_285,not_in_source_audit,no_change_requested,,,,false,,devicesworld.evaluation-review.candidate-v2.2026-09-07,0,0,effective_core200_provenance,/Users/lht/home/MDCBench/workflow/experiment_worktrees/gpt55-core200-rerun-20260826/runs/claude-opus-4-8/mdcbench_lite_v1/core200_recovery_20260829/effective_core200/summary.json,/Users/lht/home/MDCBench/workflow/experiment_worktrees/gpt55-core200-rerun-20260826/runs/claude-opus-4-8/mdcbench_lite_v1/core200_recovery_20260829/retry_run_01/170_android_only_285/trajectory.json,/Users/lht/home/MDCBench/workflow/experiment_worktrees/gpt55-core200-rerun-20260826/runs/claude-opus-4-8/mdcbench_lite_v1/core200_recovery_20260829/retry_run_01/170_android_only_285/evaluator_trace.json,/Users/lht/home/MDCBench/workflow/experiment_worktrees/gpt55-core200-rerun-20260826/runs/claude-opus-4-8/mdcbench_lite_v1/core200_recovery_20260829/retry_run_01/170_android_only_285/execution_history.jsonl,True,False,False,50,1800,per_run_full_runtime_snapshot_unknown; frozen task/config/trace available,included_task_config_and_pre_followup_main_result,
claude-opus-4-8,android_only_210,/Users/lht/home/MDCBench/workflow/experiment_worktrees/gpt55-core200-rerun-20260826/runs/claude-opus-4-8/mdcbench_lite_v1/core200_recovery_20260829/retry_run_01/171_android_only_210,/Users/lht/home/MDCBench/workflow/experiment_worktrees/gpt55-core200-rerun-20260826/runs/claude-opus-4-8/mdcbench_lite_v1/core200_recovery_20260829/retry_run_01/171_android_only_210/result.json,unknown,FAIL,0,/Users/lht/home/MDCBench/analysis/chatgpt+claude/evaluation_followup/reconciled_task_results.csv :: claude-opus-4-8|android_only_210 :: existing_adopted_result / existing_adopted_score (pre-followup main table),FAIL,0,/Users/lht/home/MDCBench/workflow/experiment_worktrees/gpt55-core200-rerun-20260826/runs/claude-opus-4-8/mdcbench_lite_v1/core200_recovery_20260829/retry_run_01/171_android_only_210/result.json,false,NA,FAIL,0,not_audited,unchanged_existing_score_no_new_approved_condition; Retain prior adopted score; pending/unresolved proposals are not applied.,50,872.954,max_steps,2,android,1,android_0:android;android_1:android,/Users/lht/home/MDCBench/workflow/experiment_worktrees/gpt55-core200-rerun-20260826/runs/claude-opus-4-8/mdcbench_lite_v1/core200_recovery_20260829/retry_run_01/171_android_only_210/config/task.json :: devices,available_selected_result,pre_followup_result_not_replaced_by_supplementary_review,equal_frozen_task_json_prior_comparison,/Users/lht/home/MDCBench/analysis_phase1/task_snapshot_comparison.csv :: android_only_210,not_in_source_audit,no_change_requested,,,,false,,devicesworld.evaluation-review.candidate-v2.2026-09-07,0,0,effective_core200_provenance,/Users/lht/home/MDCBench/workflow/experiment_worktrees/gpt55-core200-rerun-20260826/runs/claude-opus-4-8/mdcbench_lite_v1/core200_recovery_20260829/effective_core200/summary.json,/Users/lht/home/MDCBench/workflow/experiment_worktrees/gpt55-core200-rerun-20260826/runs/claude-opus-4-8/mdcbench_lite_v1/core200_recovery_20260829/retry_run_01/171_android_only_210/trajectory.json,/Users/lht/home/MDCBench/workflow/experiment_worktrees/gpt55-core200-rerun-20260826/runs/claude-opus-4-8/mdcbench_lite_v1/core200_recovery_20260829/retry_run_01/171_android_only_210/evaluator_trace.json,/Users/lht/home/MDCBench/workflow/experiment_worktrees/gpt55-core200-rerun-20260826/runs/claude-opus-4-8/mdcbench_lite_v1/core200_recovery_20260829/retry_run_01/171_android_only_210/execution_history.jsonl,True,False,False,50,1800,per_run_full_runtime_snapshot_unknown; frozen task/config/trace available,included_task_config_and_pre_followup_main_result,
